sample_id,Lead_(ppb),parcel_id,Date_Submitted,google_add,Latitude,Longitude,Owner_Type,Land_Value,Land_Improvements_Value,Residential_Building_Value,Residential_Building_Style,Commercial_Building_Value,Building_Storeys,Parcel_Acres,Rental,Use_Type,Prop_Class,Year_Built,USPS_Vacancy,Zoning,Future_Landuse,DRAFT_Zone,Housing_Condition_2012,Housing_Condition_2014,Commercial_Condition_2013,Hydrant_Type,Ward,PRECINCT,CENTRACT,CENBLOCK,SL_Type,SL_Type2,SL_Lead,Homestead,Homestead_Percent,HomeSEV
sample_014826,1.0,parcel_007595,2016-02-05 13:03:38,"4114 Park Forest Dr, Flint, MI 48507, USA",42.9853355,-83.712623,Private,14493,0,14842,TWO STORY,0.0,0,0.078,No,Residential,RI,1963,N,C1,Traditional Neighborhood,TN-2,Good,Good, ,T.C.,8,53,013500,5,1,0,0,Yes,100.0,14700
sample_017049,1.0,parcel_010504,2016-02-05 13:03:54,"712 Waldman Ave, Flint, MI 48507, USA",42.989716,-83.686333,Private,2700,0,75102,CAPECOD,0.0,0,0.103,No,Residential,RI,1948,N,B,Traditional Neighborhood,TN-2,Good,Good, ,Other,9,59,004000,2,1,0,0,Yes,100.0,10700
sample_006733,1.0,parcel_000163,2016-02-05 13:04:07,"3229 Beechwood Ave, Flint, MI 48506, USA",43.039176,-83.6464979,Private,3588,0,28937,ONE STORY,0.0,0,0.117,No,Residential,RI,1926,N,A2,Traditional Neighborhood,TN-2,Good,Good, ,A.D.,4,25,002700,1,1,0,0,Yes,100.0,6000
sample_000637,15.0,parcel_000163,2016-02-13 12:24:29,"3229 Beechwood Ave, Flint, MI 48506, USA",43.039176,-83.6464979,Private,3588,0,28937,ONE STORY,0.0,0,0.117,No,Residential,RI,1926,N,A2,Traditional Neighborhood,TN-2,Good,Good, ,A.D.,4,25,002700,1,1,0,0,Yes,100.0,6000
sample_006516,1.0,parcel_003420,2016-02-05 13:04:58,"1707 Oxley Dr, Flint, MI 48504, USA",43.0621129,-83.725227,Private,1182,176,47820,ONE STORY,0.0,0,0.143,No,Residential,RI,1955,N,A2,Traditional Neighborhood,TN-2,Good,Good, ,T.C.,1,7,000300,1,1,0,0,Yes,100.0,11100
sample_000927,1.0,parcel_004584,2016-02-05 13:05:32,"3806 Branch Rd, Flint, MI 48506, USA",43.048809,-83.650114,Private,5546,0,14661,ONE STORY,0.0,0,0.195,No,Residential,RI,1937,N,A2,Traditional Neighborhood,TN-2,Good,Good, ,T.C.,4,22,002400,2,1,0,0,Yes,100.0,11200
sample_000195,1.0,parcel_007927,2016-02-05 13:06:07,"3420 Concord St, Flint, MI 48504, USA",43.034314,-83.735718,Private,1929,905,149931,ONE STORY,0.0,0,0.158,No,Residential,RI,1957,N,A2,Traditional Neighborhood,TN-2,Good,Good, ,Other,2,12,001200,2,1,0,0,Yes,100.0,15000
sample_014270,1.0,parcel_007192,2016-02-05 13:06:17,"115 E Belvidere Ave, Flint, MI 48503, USA",42.994953,-83.676762,Private,396,0,20463,ONE STORY,0.0,0,0.088,Yes,Residential,RI,0,N,B,Mixed Residential,MR-1,Fair,Fair, ,A.D.,9,60,003800,2,11,0,0,No,0.0,0
sample_017687,1.0,parcel_010319,2016-02-05 13:07:14,"1832 Park Forest Dr, Flint, MI 48507, USA",42.9877463,-83.7086668,Private,15250,1679,18165,ONE STORY,0.0,0,0.154,No,Residential,RI,1955,N,A2,Traditional Neighborhood,TN-2,Good,Good, ,T.C.,8,53,013500,5,1,0,0,Yes,100.0,19600
sample_008592,1.0,parcel_005397,2016-02-05 13:08:36,"2807 Berkley St, Flint, MI 48504, USA",43.0260869,-83.728701,Private,702,0,147502,ONE STORY,0.0,0,0.096,No,Residential,RI,1953,N,A2,Traditional Neighborhood,TN-2,Good,Good, ,T.C.,6,34,001300,2,1,0,0,Yes,100.0,10100
sample_012686,1.0,parcel_005270,2016-02-05 13:08:40,"1302 W Myrtle Ave, Flint, MI 48504, USA",43.0506027,-83.7208451,Private,1020,0,25005,TWO STORY,0.0,0,0.138,No,Residential,RI,1951,N,A2,Green Neighborhood,GN-1,Fair,Fair, ,T.C.,2,9,000700,2,1,0,0,Yes,100.0,13000
sample_012122,1.0,parcel_004503,2016-02-05 13:09:32,"2508 E Court St, Flint, MI 48503, USA",43.018143,-83.657541,Private,17877,0,92503,ONE STORY,0.0,0,0.115,Yes,Residential,RI,1941,Y,A2,Traditional Neighborhood,TN-2,Fair,Good, ,T.C.,7,45,003000,3,5,0,1,Yes,100.0,0
sample_009502,1.0,parcel_004796,2016-02-05 13:09:47,"4502 Greenlawn Dr, Flint, MI 48504, USA",43.057283,-83.728871,Private,1611,0,60754,ONE STORY,0.0,0,0.159,No,Residential,RI,1956,N,A2,Traditional Neighborhood,TN-2,Good,Good, ,A.D.,2,8,000500,2,1,0,0,Yes,100.0,9900
sample_006822,1.0,parcel_008459,2016-02-05 13:10:06,"2725 Reynolds St, Flint, MI 48503, USA",43.003085,-83.724409,Private,2200,0,65646,ONE STORY,0.0,0,0.092,No,Residential,RI,1927,N,A2,City Corridor,CC,Good,Good, ,Mueller,8,48,003600,2,5,0,1,Yes,100.0,9700
sample_004638,1.0,parcel_004951,2016-02-05 13:10:00,"3814 Lawndale Ave, Flint, MI 48504, USA",43.0495639,-83.719178,Private,1360,0,25375,CAPECOD,0.0,0,0.184,No,Residential,RI,1954,N,A2,Green Neighborhood,GN-1,Fair,Fair, ,T.C.,2,10,000700,5,0,0,0,Yes,100.0,13400
sample_001347,1.0,parcel_008858,2016-02-05 13:10:21,"1211 Lillian Dr, Flint, MI 48505, USA",43.069017,-83.720075,Private,1550,0,22682,ONE STORY,0.0,0,0.142,No,Residential,RI,1960,N,A2,Traditional Neighborhood,TN-2,Good,Good, ,T.C.,1,1,000100,2,1,0,0,Yes,100.0,12100
sample_001751,1.0,parcel_003814,2016-02-05 13:32:58,"1931 Penbrook Ln, Flint, MI 48507, USA",42.986938,-83.7115222,Private,21966,924,23399,ONE STORY,0.0,0,0.227,No,Residential,RI,1959,N,A2,Traditional Neighborhood,TN-2,Good,Good, ,T.C.,8,53,013500,5,1,0,0,Yes,100.0,0
sample_004454,1.0,parcel_005237,2016-02-05 13:33:24,"1409 W McClellan St, Flint, MI 48504, USA",43.043423,-83.722309,Private,1572,513,29268,ONE STORY,0.0,0,0.253,No,Residential,RI,1951,N,A2,Traditional Neighborhood,TN-2,Good,Fair, ,T.C.,2,11,000900,2,1,0,0,Yes,100.0,18600
sample_008286,1.0,parcel_003479,2016-02-05 13:33:51,"1917 Kansas Ave, Flint, MI 48506, USA",43.026724,-83.66408,Private,820,0,41212,ONE STORY,0.0,0,0.096,Yes,Residential,RI,0,N,A2,Green Neighborhood,GN-1,Good,Fair, ,Dar,7,44,002600,4,11,0,0,Yes,100.0,0
sample_012259,1.0,parcel_010352,2016-02-05 13:34:02,"1801 Chelan St, Flint, MI 48503, USA",43.009302,-83.658362,Private,2586,0,27313,ONE STORY,0.0,0,0.123,No,Residential,RI,1964,N,A2,Traditional Neighborhood,TN-2,Good,Good, ,T.C.,7,46,003200,3,1,0,0,Yes,100.0,16300
sample_010019,1.0,parcel_005921,2016-02-05 13:34:15,"302 W Piper Ave, Flint, MI 48505, USA",43.0679033,-83.7087375,Private,633,0,34736,ONE STORY,0.0,0,0.102,No,Residential,RI,1968,N,A2,Green Neighborhood,GN-1,Good,Good, ,A.D.,1,2,000400,1,1,0,0,Yes,100.0,6100
sample_008664,1.0,parcel_009768,2016-02-05 13:34:19,"3480 Hawthorne Dr, Flint, MI 48503, USA",42.991782,-83.731529,Private,43254,0,32725,ONE STORY,0.0,0,0.671,No,Residential,RI,1950,N,A1,Traditional Neighborhood,TN-1,Good,Good, ,T.C.,8,50,003600,6,1,0,0,Yes,100.0,55400
sample_006710,1.0,parcel_009058,2016-02-05 13:34:47,"6623 Sally Ct, Flint, MI 48505, USA",43.07185,-83.719911,Private,1500,0,13558,ONE STORY,0.0,0,0.138,No,Residential,RI,1965,N,A2,Traditional Neighborhood,TN-2,Good,Fair, ,T.C.,1,1,000100,2,1,0,0,Yes,100.0,7500
sample_010489,1.0,parcel_002041,2016-02-05 13:35:54,"3645 Evergreen Pkwy, Flint, MI 48503, USA",43.007497,-83.639252,Private,22496,0,27378,ONE STORY,0.0,0,0.195,No,Residential,RI,1959,N,A2,Traditional Neighborhood,TN-2,Fair,Good, ,T.C.,7,47,003100,1,1,0,0,Yes,100.0,24900
sample_001316,1.0,parcel_005814,2016-02-06 11:39:18,"2902 Branch Rd, Flint, MI 48506, USA",43.041421,-83.650189,Private,4440,0,77889,ONE STORY,0.0,0,0.134,No,Residential,RI,1963,N,E,Traditional Neighborhood,TN-2,Good,Good, ,T.C.,4,22,002700,1,1,0,0,Yes,100.0,10200
sample_016131,1.0,parcel_003027,2016-02-06 11:39:30,"2506 Arlington Ave, Flint, MI 48506, USA",43.038798,-83.662995,Private,841,0,34638,ONE STORY,0.0,0,0.099,No,Residential,RI,0,N,B,Green Neighborhood,GN-1,Fair,Fair, ,Dar,4,21,002300,2,0,0,0,Yes,100.0,0
sample_002849,1.0,parcel_002360,2016-02-06 11:39:46,"2825 Gibson St, Flint, MI 48503, USA",43.003763,-83.725713,Private,4400,0,58317,CAPECOD,0.0,0,0.184,No,Residential,RI,2,N,A2,Traditional Neighborhood,TN-2,Fair,Good, ,Other,8,48,003600,2,11,0,0,Yes,100.0,8200
sample_003912,2.0,parcel_002360,2016-02-06 11:38:59,"2825 Gibson St, Flint, MI 48503, USA",43.003763,-83.725713,Private,4400,0,58317,CAPECOD,0.0,0,0.184,No,Residential,RI,2,N,A2,Traditional Neighborhood,TN-2,Fair,Good, ,Other,8,48,003600,2,11,0,0,Yes,100.0,8200
sample_004452,1.0,parcel_003414,2016-02-06 11:39:00,"301 E Sherman Ave, Flint, MI 48505, USA",43.0650928,-83.7012749,Private,615,0,27367,ONE STORY,0.0,0,0.096,No,Residential,RI,1969,N,A2,Green Innovation,GI-1,Fair,Fair, ,Other,1,4,000400,3,5,0,1,Yes,100.0,3300
sample_011555,1.0,parcel_008424,2016-02-06 11:41:50,"1818 Bennett Ave, Flint, MI 48506, USA",43.035657,-83.66583,Private,414,0,7109,ONE STORY,0.0,0,0.098,No,Residential,RI,0,N,B,Green Neighborhood,GN-1,Good,Fair, ,Other,4,23,002200,4,0,0,0,Yes,100.0,4200
sample_017502,1.0,parcel_009868,2016-02-06 11:41:52,"1910 Briarwood Dr, Flint, MI 48507, USA",42.99222,-83.707734,Private,8250,1783,14143,ONE STORY,0.0,0,0.189,No,Residential,RI,1955,N,A2,Traditional Neighborhood,TN-2,Good,Good, ,T.C.,8,54,013500,2,1,0,0,Yes,100.0,13400
sample_016598,1.0,parcel_001030,2016-02-06 11:41:53,"3145 Thom St, Flint, MI 48506, USA",43.043733,-83.648332,Private,1575,0,93070,ONE STORY,0.0,0,0.103,No,Residential,RI,1966,N,A2,Traditional Neighborhood,TN-2,Good,Good, ,Dar,4,22,002400,2,1,0,0,Yes,100.0,0
sample_006724,1.0,parcel_001530,2016-02-06 11:41:56,"2313 Pennsylvania Ave, Flint, MI 48506, USA",43.029766,-83.660023,Private,940,0,52832,ONE STORY,0.0,0,0.111,No,Residential,RI,0,N,A2,Traditional Neighborhood,TN-2,Good,Good, ,T.C.,4,44,002600,5,0,0,0,Yes,100.0,7300
sample_015085,1.0,parcel_009655,2016-02-06 11:41:59,"1806 Penbrook Ln, Flint, MI 48507, USA",42.9871525,-83.7110813,Private,15000,817,15062,ONE STORY,0.0,0,0.152,No,Residential,RI,1955,N,A2,Traditional Neighborhood,TN-2,Good,Good, ,T.C.,8,53,013500,5,1,0,0,Yes,100.0,0
sample_003859,1.0,parcel_004095,2016-02-06 11:42:02,"409 W Philadelphia Blvd, Flint, MI 48505, USA",43.058445,-83.709075,Private,1216,0,59744,CAPECOD,0.0,0,0.189,No,Residential,RI,1950,N,A2,Traditional Neighborhood,TN-2,Good,Good, ,A.D.,1,6,000600,2,1,0,0,Yes,100.0,8700
sample_014097,1.0,parcel_002468,2016-02-06 11:42:20,"5718 Oxley Dr, Flint, MI 48504, USA",43.065501,-83.728247,Private,1200,0,75264,ONE STORY,0.0,0,0.138,No,Residential,RI,1951,N,A2,Traditional Neighborhood,TN-2,Good,Fair, ,Other,1,7,000300,1,1,0,0,Yes,100.0,14400
sample_012027,1.0,parcel_000512,2016-02-06 11:42:27,"4202 Brownell Blvd, Flint, MI 48504, USA",43.052683,-83.727375,Private,3022,0,60940,ONE STORY,0.0,0,0.169,No,Residential,RI,1956,N,A2,Green Neighborhood,GN-1,Fair,Good, ,Dar,2,8,000700,1,1,0,0,Yes,100.0,15600
sample_010191,1.0,parcel_001545,2016-02-06 11:42:46,"951 Hughes Ave, Flint, MI 48503, USA",43.005183,-83.727104,Private,2200,0,67766,ONE STORY,0.0,0,0.092,No,Residential,RI,1957,N,A2,Traditional Neighborhood,TN-2,Fair,Good, ,Other,8,48,003600,2,1,0,0,Yes,100.0,9100
sample_015178,1.0,parcel_005811,2016-02-06 11:42:59,"913 Hemphill Rd, Flint, MI 48507, USA",42.982125,-83.658041,Private,2681,0,19141,ONE STORY,0.0,0,0.132,No,Residential,RI,1956,N,A2,Traditional Neighborhood,TN-2,Good,Good, ,T.C.,9,61,003500,3,1,0,0,Yes,100.0,10900
sample_009573,1.0,parcel_004251,2016-02-06 11:43:24,"2622 Windemere Ave, Flint, MI 48503, USA",43.019636,-83.656117,Private,19858,0,78120,ONE STORY,0.0,0,0.128,No,Residential,RI,1948,N,A2,Traditional Neighborhood,TN-2,Fair,Good, ,T.C.,7,45,003000,2,1,0,0,Yes,100.0,0
sample_015788,1.0,parcel_004862,2016-02-06 12:08:39,"922 Woodside Dr, Flint, MI 48503, USA",43.017309,-83.672023,Private,27544,0,217807,TWO STORY,0.0,0,0.143,No,Residential,RI,1927,N,A2,Traditional Neighborhood,TN-2,Good,Good, ,Dar,7,43,003000,3,0,0,0,Yes,100.0,44100
sample_011960,1.0,parcel_006484,2016-02-07 11:44:15,"1530 W Jackson Ave, Flint, MI 48504, USA",43.041671,-83.72349,Private,600,264,50204,TWO STORY,0.0,0,0.092,No,Residential,RI,1919,N,A2,Green Neighborhood,GN-2,Fair,Fair, ,Dar,2,11,000900,2,11,0,0,Yes,100.0,7600
sample_013957,1.0,parcel_006016,2016-02-07 11:44:36,"1130 Kensington Ave, Flint, MI 48503, USA",43.015014,-83.666594,Private,24648,0,171662,TWO STORY,0.0,0,0.138,No,Residential,RI,1937,N,A2,Traditional Neighborhood,TN-2,Good,Good, ,Other,7,42,003000,3,1,0,0,Yes,100.0,38500
sample_011316,1.0,parcel_010020,2016-02-07 11:44:39,"914 E 7th St, Flint, MI 48503, USA",43.014809,-83.675473,Private,1573,490,16697,TWO STORY,0.0,0,0.126,No,Residential,RI,1916,N,A2,Traditional Neighborhood,TN-2,Good,Good, ,Mueller,7,42,002900,2,5,0,1,Yes,100.0,9400
sample_004192,2.0,parcel_010020,2016-02-07 11:44:42,"914 E 7th St, Flint, MI 48503, USA",43.014809,-83.675473,Private,1573,490,16697,TWO STORY,0.0,0,0.126,No,Residential,RI,1916,N,A2,Traditional Neighborhood,TN-2,Good,Good, ,Mueller,7,42,002900,2,5,0,1,Yes,100.0,9400
sample_016119,1.0,parcel_006552,2016-02-07 11:44:43,"1709 Wabash Ave, Flint, MI 48504, USA",43.033587,-83.735488,Private,1808,0,107114,ONE STORY,0.0,0,0.138,No,Residential,RI,1957,N,A2,Traditional Neighborhood,TN-2,Good,Good, ,Other,2,12,001200,2,1,0,0,Yes,100.0,15200
sample_009849,3.0,parcel_006552,2016-02-24 13:07:34,"1709 Wabash Ave, Flint, MI 48504, USA",43.033587,-83.735488,Private,1808,0,107114,ONE STORY,0.0,0,0.138,No,Residential,RI,1957,N,A2,Traditional Neighborhood,TN-2,Good,Good, ,Other,2,12,001200,2,1,0,0,Yes,100.0,15200
sample_011685,17.0,parcel_006552,2016-02-12 13:05:04,"1709 Wabash Ave, Flint, MI 48504, USA",43.033587,-83.735488,Private,1808,0,107114,ONE STORY,0.0,0,0.138,No,Residential,RI,1957,N,A2,Traditional Neighborhood,TN-2,Good,Good, ,Other,2,12,001200,2,1,0,0,Yes,100.0,15200
sample_009127,1.0,parcel_008660,2016-02-07 11:45:15,"515 W Newall St, Flint, MI 48505, USA",43.0371979,-83.7115139,Private,691,0,37783,TWO UNIT,0.0,0,0.098,Yes,Residential,RI,1928,N,A2,Green Neighborhood,GN-1,Good,Good, ,T.C.,5,26,001000,3,0,0,0,No,0.0,0
sample_006902,1.0,parcel_002204,2016-02-07 12:25:48,"2913 Colorado Ave, Flint, MI 48506, USA",43.045096,-83.653087,Private,1674,0,62044,ONE STORY,0.0,0,0.117,No,Residential,RI,1954,N,A2,Traditional Neighborhood,TN-2,Good,Fair, ,T.C.,4,21,002400,1,1,0,0,Yes,100.0,7700
sample_010647,4.0,parcel_002204,2016-02-07 12:25:44,"2913 Colorado Ave, Flint, MI 48506, USA",43.045096,-83.653087,Private,1674,0,62044,ONE STORY,0.0,0,0.117,No,Residential,RI,1954,N,A2,Traditional Neighborhood,TN-2,Good,Fair, ,T.C.,4,21,002400,1,1,0,0,Yes,100.0,7700
sample_015867,1.0,parcel_001718,2016-02-07 12:26:18,"2419 Illinois Ave, Flint, MI 48506, USA",43.032007,-83.658864,Private,2385,0,67601,CAPECOD,0.0,0,0.281,No,Residential,RI,1949,N,A2,Traditional Neighborhood,TN-2,Good,Good, ,T.C.,4,24,002600,5,1,1,0,No,0.0,0
sample_003940,1.0,parcel_008468,2016-02-08 13:04:52,"806 Thomson St, Flint, MI 48503, USA",43.016706,-83.67973,Private,2091,0,24903,TWO STORY,0.0,0,0.113,Yes,Residential,RI,1928,N,B,Mixed Residential,MR-1,Good,Good, ,T.C.,7,42,002900,1,11,0,0,No,0.0,0
sample_016085,1.0,parcel_000020,2016-02-08 13:04:53,"3201 Circle Dr, Flint, MI 48507, USA",42.993575,-83.661008,Private,31429,356,25198,ONE STORY,0.0,0,0.37,No,Residential,RI,1956,N,A1,Traditional Neighborhood,TN-1,Good,Good, ,Dar,9,57,003300,1,5,0,1,Yes,100.0,34000
sample_014167,2.0,parcel_000020,2016-02-08 13:08:55,"3201 Circle Dr, Flint, MI 48507, USA",42.993575,-83.661008,Private,31429,356,25198,ONE STORY,0.0,0,0.37,No,Residential,RI,1956,N,A1,Traditional Neighborhood,TN-1,Good,Good, ,Dar,9,57,003300,1,5,0,1,Yes,100.0,34000
sample_008662,1.0,parcel_003748,2016-02-08 13:05:18,"2324 Lapeer Rd, Flint, MI 48503, USA",43.0082234,-83.6627914,Private,0,258112,0,,7473227.783,3,0.0,Yes,Commercial,CI,0,N,C-1,Traditional Neighborhood,TN-2, , ,Good,Dar,7,46,003200,2,1,0,0,No,0.0,0
sample_013958,1.0,parcel_002885,2016-02-08 13:05:19,"818 McKinley Ave, Flint, MI 48507, USA",42.985619,-83.658789,Private,2739,584,23123,TRI-LEVEL,0.0,0,0.132,No,Residential,RI,1960,N,A2,Traditional Neighborhood,TN-2,Good,Good, ,T.C.,9,61,003500,3,1,0,0,No,0.0,0
sample_001577,1.0,parcel_002335,2016-02-08 13:05:34,"935 Copeman Blvd, Flint, MI 48504, USA",43.030426,-83.717617,Private,2250,0,63921,TWO STORY,0.0,0,0.115,No,Residential,RI,1927,N,A2,Traditional Neighborhood,TN-2,Fair,Good, ,Dar,6,35,001200,4,5,0,1,Yes,100.0,13500
sample_001248,1.0,parcel_004602,2016-02-08 13:06:06,"2926 Barth St, Flint, MI 48504, USA",43.030745,-83.729477,Private,1453,211,85467,ONE STORY,0.0,0,0.115,No,Residential,RI,1954,N,A2,Traditional Neighborhood,TN-2,Good,Good, ,T.C.,6,34,001200,2,1,0,0,Yes,100.0,12900
sample_009830,2.0,parcel_004602,2016-01-31 13:06:11,"2926 Barth St, Flint, MI 48504, USA",43.030745,-83.729477,Private,1453,211,85467,ONE STORY,0.0,0,0.115,No,Residential,RI,1954,N,A2,Traditional Neighborhood,TN-2,Good,Good, ,T.C.,6,34,001200,2,1,0,0,Yes,100.0,12900
sample_015168,1.0,parcel_007722,2016-02-08 13:06:07,"530 W McClellan St, Flint, MI 48505, USA",43.044176,-83.712292,Private,1500,0,24941,CAPECOD,0.0,0,0.126,No,Residential,RI,1945,N,A2,Green Neighborhood,GN-1,Good,Good, ,T.C.,2,26,001000,1,1,0,0,Yes,100.0,13200
sample_017560,1.0,parcel_007722,2016-02-08 13:06:11,"530 W McClellan St, Flint, MI 48505, USA",43.044176,-83.712292,Private,1500,0,24941,CAPECOD,0.0,0,0.126,No,Residential,RI,1945,N,A2,Green Neighborhood,GN-1,Good,Good, ,T.C.,2,26,001000,1,1,0,0,Yes,100.0,13200
sample_016027,1.0,parcel_006867,2016-02-08 13:06:22,"1410 Eldorado Dr, Flint, MI 48504, USA",43.031007,-83.737315,Private,6865,0,38653,CAPECOD,0.0,0,0.183,No,Residential,RI,1959,N,A2,Traditional Neighborhood,TN-2,Good,Good, ,T.C.,6,34,001300,1,1,0,0,Yes,100.0,22800
sample_004346,1.0,parcel_005439,2016-02-08 13:07:34,"3405 Winona St, Flint, MI 48504, USA",43.046515,-83.729018,Private,1789,0,45457,CAPECOD,0.0,0,0.092,No,Residential,RI,1950,N,A2,Traditional Neighborhood,TN-2,Fair,Fair, ,A.D.,2,10,000700,4,1,0,0,Yes,100.0,11600
sample_008340,1.0,parcel_009280,2016-02-08 13:08:30,"3013 Barth St, Flint, MI 48504, USA",43.031052,-83.732044,Private,1684,0,100088,TWO STORY,0.0,0,0.133,No,Residential,RI,1954,N,A2,Traditional Neighborhood,TN-2,Good,Good, ,T.C.,6,34,001200,2,1,0,0,Yes,100.0,13700
sample_003730,1.0,parcel_003867,2016-02-08 13:08:32,"3115 Begole St, Flint, MI 48504, USA",43.034187,-83.731595,Private,1660,432,89945,ONE STORY,0.0,0,0.13,No,Residential,RI,1953,N,A2,Traditional Neighborhood,TN-2,Good,Good, ,T.C.,6,34,001200,2,1,0,0,Yes,100.0,12900
sample_002905,1.0,parcel_006991,2016-02-08 13:28:15,"2102 Pierce St, Flint, MI 48503, USA",43.017385,-83.662396,Private,17877,0,107115,TWO STORY,0.0,0,0.115,No,Residential,RI,1934,N,A2,Traditional Neighborhood,TN-2,Good,Good, ,T.C.,7,45,003000,3,0,0,0,Yes,100.0,17000
sample_001709,1.0,parcel_000303,2016-02-08 13:28:37,"235 W Newall St, Flint, MI 48505, USA",43.0372411,-83.7074378,Private,553,0,29841,TWO STORY,0.0,0,0.078,No,Residential,RI,1919,N,A2,Green Neighborhood,GN-1,Good,Good, ,A.D.,5,27,001000,3,11,0,0,Yes,100.0,4200
sample_015959,1.0,parcel_000521,2016-02-08 13:29:18,"6701 Russet Ct, Flint, MI 48504, USA",43.0721425,-83.7254662,Private,3376,333,27964,TRI-LEVEL,0.0,0,0.165,No,Residential,RI,1967,N,A2,Traditional Neighborhood,TN-2,Good,Good, ,T.C.,1,1,000100,1,1,0,0,Yes,100.0,15800
sample_011749,1.0,parcel_006799,2016-02-08 13:29:25,"1607 Olive Ave, Flint, MI 48506, USA",43.031354,-83.672763,Private,1905,0,33486,ONE STORY,0.0,0,0.095,No,Residential,RI,0,N,B,Green Neighborhood,GN-1,Good,Good, ,Dar,5,43,002600,2,11,0,0,Yes,100.0,0
sample_012888,1.0,parcel_001420,2016-02-08 13:29:27,"2021 Whittlesey St, Flint, MI 48503, USA",43.00509,-83.659215,Private,3130,361,19701,ONE STORY,0.0,0,0.161,No,Residential,RI,1957,N,A2,Traditional Neighborhood,TN-2,Good,Good, ,T.C.,7,46,003200,3,1,0,0,Yes,100.0,12600
sample_012895,1.0,parcel_005294,2016-02-09 13:37:55,"801 S Franklin Ave, Flint, MI 48503, USA",43.019239,-83.664803,Private,27502,0,144948,TWO STORY,0.0,0,0.185,No,Residential,RI,0,N,A2,Traditional Neighborhood,TN-2,Good,Fair, ,Other,7,45,003000,1,11,0,0,Yes,100.0,15700
sample_011111,1.0,parcel_007106,2016-02-09 13:37:57,"2616 Raskob St, Flint, MI 48504, USA",43.024112,-83.723469,Private,769,0,72484,ONE STORY,0.0,0,0.121,No,Residential,RI,1949,N,A2,Traditional Neighborhood,TN-2,Good,Good, ,Other,6,36,001300,3,0,0,0,Yes,100.0,10100
sample_015772,1.0,parcel_001979,2016-02-09 13:38:09,"225 W Piper Ave, Flint, MI 48505, USA",43.0677504,-83.7084418,Private,615,0,22039,ONE STORY,0.0,0,0.096,No,Residential,RI,1929,N,A2,Green Neighborhood,GN-1,Good,Good, ,A.D.,1,2,000400,1,0,0,0,No,0.0,0
sample_001394,1.0,parcel_008959,2016-02-09 13:39:05,"915 W McClellan St, Flint, MI 48504, USA",43.043506,-83.717115,Private,787,0,22509,ONE STORY,0.0,0,0.126,No,Residential,RI,1946,N,A2,Green Neighborhood,GN-2,Good,Good, ,A.D.,2,11,000900,3,0,0,0,Yes,100.0,13900
sample_017667,1.0,parcel_008131,2016-02-09 13:40:16,"3813 Holly Ave, Flint, MI 48506, USA",43.035551,-83.6371039,Private,10054,1300,14477,ONE STORY,0.0,0,0.129,No,Residential,RI,1962,N,A2,Traditional Neighborhood,TN-2,Good,Good, ,T.C.,4,25,002700,3,1,0,0,Yes,100.0,15500
sample_007645,1.0,parcel_000743,2016-02-09 13:41:10,"1517 Mulberry Ln, Flint, MI 48507, USA",42.9863952,-83.6996413,Private,13750,0,12608,CAPECOD,0.0,0,0.115,No,Residential,RI,1953,N,A2,Traditional Neighborhood,TN-2,Good,Good, ,T.C.,8,54,013500,4,1,0,0,Yes,100.0,13200
sample_006260,1.0,parcel_010292,2016-02-09 13:41:15,"3719 Kent St, Flint, MI 48503, USA",43.0079629,-83.638454,Private,16025,0,23546,ONE STORY,0.0,0,0.166,No,Residential,RI,1959,N,A2,Traditional Neighborhood,TN-2,Good,Good, ,T.C.,7,47,003100,1,1,0,0,Yes,100.0,19800
sample_013362,3.0,parcel_010292,2015-10-13 14:29:46,"3719 Kent St, Flint, MI 48503, USA",43.0079629,-83.638454,Private,16025,0,23546,ONE STORY,0.0,0,0.166,No,Residential,RI,1959,N,A2,Traditional Neighborhood,TN-2,Good,Good, ,T.C.,7,47,003100,1,1,0,0,Yes,100.0,19800
sample_000727,1.0,parcel_008056,2016-02-09 13:41:35,"414 W Bundy Ave, Flint, MI 48505, USA",43.0746151,-83.7095637,Private,919,0,51595,ONE STORY,0.0,0,0.172,No,Residential,RI,1958,N,A2,Green Neighborhood,GN-1,Good,Fair, ,T.C.,1,2,000200,1,1,0,0,Yes,100.0,8900
sample_014721,1.0,parcel_004395,2016-02-09 13:41:53,"2713 Concord St, Flint, MI 48504, USA",43.030226,-83.724273,Private,694,0,53725,ONE STORY,0.0,0,0.109,No,Residential,RI,1945,Y,A2,Traditional Neighborhood,TN-2,Good,Good, ,A.D.,6,35,001200,3,0,0,0,Yes,100.0,0
sample_008568,1.0,parcel_010416,2016-02-09 13:41:59,"2027 Clifford St, Flint, MI 48503, USA",43.004368,-83.674816,Private,1556,0,39439,ONE STORY,0.0,0,0.178,No,Residential,RI,1950,N,B,Green Neighborhood,GN-1,Good,Good, ,T.C.,7,46,003200,4,0,0,0,No,0.0,0
sample_007705,1.0,parcel_003720,2016-02-09 13:42:11,"1607 Greenway Ave, Flint, MI 48504, USA",43.03483,-83.723639,Private,2265,659,123115,TWO STORY,0.0,0,0.196,Yes,Residential,RI,1950,N,A2,Traditional Neighborhood,TN-2,Fair,Good, ,Other,2,11,000900,4,5,0,1,Yes,100.0,0
